ratio = 5.12418963526073, flow_size = 9.276475MB
ratio = 2.1013264639163367, flow_size = 1.453271MB
ratio = 9.7747498605929, flow_size = 7.794989MB
ratio = 4.321635489850828, flow_size = 1.954699MB
ratio = 13.256734639119935, flow_size = 2.617587MB
ratio = 7.644600544100754, flow_size = 7.035419MB
ratio = 2.7288659793814434, flow_size = 0.006289MB
ratio = 4.0343409050259345, flow_size = 0.017035MB
ratio = 7.307019865023684, flow_size = 9.908898MB
ratio = 2.1563637418250896, flow_size = 1.547222MB
ratio = 9.63186546265074, flow_size = 4.910873MB
ratio = 2.393154230490047, flow_size = 8.906814MB
ratio = 3.096645396316088, flow_size = 0.939148MB
ratio = 17.29419299743809, flow_size = 1.877832MB
ratio = 5.684647970400557, flow_size = 9.515073MB
ratio = 3.6336438272193687, flow_size = 22.162107MB
ratio = 59.70805369127517, flow_size = 0.019467MB
ratio = 57.97225606898491, flow_size = 0.029434MB
ratio = 16.568201322203038, flow_size = 3.418535MB
ratio = 3.004107253564786, flow_size = 0.056076MB
ratio = 5.13373786407767, flow_size = 0.000456MB
ratio = 6.922637985890165, flow_size = 0.247055MB
ratio = 17.85245853115639, flow_size = 1.965161MB
ratio = 2.596230525565293, flow_size = 27.28797MB
ratio = 15.968375445172255, flow_size = 1.929709MB
ratio = 8.405845340240678, flow_size = 5.427901MB
ratio = 7.690153045964854, flow_size = 6.442391MB
ratio = 11.10698408951684, flow_size = 4.14678MB
ratio = 3.337069795388323, flow_size = 1.748311MB
ratio = 7.658538793884045, flow_size = 6.356639MB
ratio = 7.081749822458153, flow_size = 6.267599MB
ratio = 5.71307702424269, flow_size = 1.038684MB
ratio = 2.1671307262879385, flow_size = 1.624232MB
ratio = 9.564001183463784, flow_size = 4.336702MB
ratio = 16.9285284943791, flow_size = 1.418795MB
ratio = 17.597560433559597, flow_size = 1.828802MB
ratio = 14.354325796794852, flow_size = 3.420335MB
ratio = 2.2258405582575596, flow_size = 1.594315MB
ratio = 19.16758231682718, flow_size = 1.576476MB
ratio = 4.325626798191533, flow_size = 0.018238MB
ratio = 2.857274013678784, flow_size = 1.318239MB
ratio = 8.729663395521337, flow_size = 5.826138MB
ratio = 5.0027451730482735, flow_size = 8.805248MB
ratio = 12.498157159592683, flow_size = 2.549355MB
ratio = 10.823968422087068, flow_size = 4.271601MB
ratio = 21.483257086439107, flow_size = 1.532956MB
ratio = 7.168114631716006, flow_size = 7.395467MB
ratio = 2.5868843066383036, flow_size = 1.859019MB
ratio = 11.666676539699464, flow_size = 1.158445MB
ratio = 6.413527087987192, flow_size = 8.15695MB
ratio = 2.69472710453284, flow_size = 0.005315MB
ratio = 11.7980556265768, flow_size = 3.774168MB
ratio = 2.216784202199548, flow_size = 1.764326MB
ratio = 7.556863076542064, flow_size = 6.018671MB
ratio = 4.192699210519636, flow_size = 1.311764MB
ratio = 3.8836219740249063, flow_size = 18.475458MB
ratio = 9.667424045702415, flow_size = 0.08593MB
ratio = 12.336960214650974, flow_size = 4.00969MB
ratio = 2.1296928327645053, flow_size = 1.530742MB
ratio = 2.739566312746968, flow_size = 1.734388MB
ratio = 2.1608746246785526, flow_size = 0.732414MB
ratio = 3.7362901819450096, flow_size = 1.954042MB
ratio = 2.4185028424415953, flow_size = 1.626832MB
ratio = 2.2654956257392813, flow_size = 1.9895MB
ratio = 2.192932112391233, flow_size = 1.577235MB
ratio = 13.59510182111779, flow_size = 2.56128MB
ratio = 2.626161066866287, flow_size = 29.650496MB
ratio = 4.166578728252772, flow_size = 13.510857MB
ratio = 6.292587829010664, flow_size = 1.079949MB
ratio = 9.062528115159694, flow_size = 0.00822MB
ratio = 2.1669935903512547, flow_size = 1.537896MB
ratio = 2.4956470469013423, flow_size = 1.196892MB
ratio = 13.838603142809452, flow_size = 2.903383MB
ratio = 9.739528220800306, flow_size = 1.775576MB
ratio = 10.278965003903542, flow_size = 4.82163MB
ratio = 10.617650339073878, flow_size = 4.28697MB
ratio = 15.89721270901889, flow_size = 2.085263MB
ratio = 5.819235510692607, flow_size = 8.542182MB
ratio = 3.1707054871220604, flow_size = 1.81432MB
ratio = 19.821340506612867, flow_size = 0.008602MB
ratio = 2.999152879567712, flow_size = 1.76075MB
ratio = 12.271439916867847, flow_size = 2.920931MB
ratio = 2.1805257900208503, flow_size = 8.116837MB
ratio = 12.003837270737414, flow_size = 3.852879MB
ratio = 15.00733998825602, flow_size = 2.624031MB
ratio = 12.265536216012423, flow_size = 2.559647MB
ratio = 10.406133562625394, flow_size = 4.521434MB
ratio = 13.970180376946395, flow_size = 2.484273MB
ratio = 3.042476851851852, flow_size = 0.053415MB
ratio = 13.50624943767657, flow_size = 3.216404MB
ratio = 12.200263413736927, flow_size = 3.533679MB
ratio = 4.869367754272738, flow_size = 0.001997MB
ratio = 8.19408017798611, flow_size = 4.764621MB
ratio = 18.33269622117536, flow_size = 1.011212MB
ratio = 30.919665809768638, flow_size = 0.006015MB
ratio = 2.1530181301102025, flow_size = 1.579792MB
ratio = 7.825022400966888, flow_size = 5.674232MB
ratio = 14.601818019784332, flow_size = 4.586519MB
ratio = 3.282670132354113, flow_size = 1.847841MB
ratio = 7.4776273905487285, flow_size = 6.504443MB
ratio = 3.1177352777679217, flow_size = 4.944458MB
ratio = 17.020068215039792, flow_size = 1.786298MB
ratio = 2.834729647798049, flow_size = 0.335MB
ratio = 16.07121137812653, flow_size = 0.023792MB
ratio = 4.757140172867343, flow_size = 0.029114MB
ratio = 4.337195064519167, flow_size = 0.028828MB
ratio = 5.682866127222647, flow_size = 8.523896MB
ratio = 5.714765100671141, flow_size = 0.012352MB
ratio = 4.618033195434382, flow_size = 9.5224MB
ratio = 11.983788774445737, flow_size = 2.886389MB
ratio = 4.616409471630667, flow_size = 1.94422MB
ratio = 7.6042135842364385, flow_size = 6.380043MB
ratio = 4.792008961911875, flow_size = 0.029963MB
ratio = 9.784944959214382, flow_size = 5.372246MB
ratio = 11.448409077082193, flow_size = 2.646926MB
ratio = 2.5445535104834276, flow_size = 29.520559MB
ratio = 28.386775099235162, flow_size = 0.025367MB
ratio = 14.123063851285407, flow_size = 3.018583MB
ratio = 5.256539476841852, flow_size = 0.001582MB
ratio = 3.1683744274184207, flow_size = 23.795395MB
ratio = 2.754334693034543, flow_size = 26.515301MB
ratio = 5.253718185113771, flow_size = 9.805706MB
ratio = 6.70460759383032, flow_size = 8.635802MB
ratio = 11.629014954130449, flow_size = 4.260272MB
ratio = 10.673006173224419, flow_size = 4.301651MB
ratio = 2.1603042510715333, flow_size = 8.236691MB
ratio = 3.4500488224258623, flow_size = 4.091997MB
ratio = 13.816436313174412, flow_size = 2.941463MB
ratio = 2.0313353456949836, flow_size = 0.033339MB
ratio = 3.583623174003776, flow_size = 0.022192MB
ratio = 2.429342652600832, flow_size = 1.73155MB
ratio = 9.692422465371083, flow_size = 4.72258MB
ratio = 2.12233049459548, flow_size = 1.406974MB
ratio = 3.0230046500211363, flow_size = 0.825018MB
ratio = 10.96671431093569, flow_size = 4.833982MB
ratio = 23.866756968703214, flow_size = 0.069485MB
ratio = 13.059121018138372, flow_size = 3.975238MB
ratio = 22.898681471200554, flow_size = 0.056883MB
ratio = 4.121049208499161, flow_size = 1.901117MB
ratio = 2.921740626229088, flow_size = 26.576636MB
ratio = 2.2395478515378597, flow_size = 0.895822MB
ratio = 2.9965436281671565, flow_size = 29.275987MB
ratio = 2.1742572595535163, flow_size = 0.376736MB
ratio = 26.58330742928194, flow_size = 0.05567MB
ratio = 2.0961388923206616, flow_size = 1.543427MB
ratio = 8.957514578330965, flow_size = 4.331651MB
ratio = 13.960558818125524, flow_size = 1.703122MB
ratio = 13.819706554793456, flow_size = 2.588916MB
ratio = 4.675596958570945, flow_size = 9.111382MB
ratio = 2.5380140747671156, flow_size = 1.661454MB
ratio = 9.983547031317823, flow_size = 4.539243MB
ratio = 2.5137813564571077, flow_size = 0.133249MB
ratio = 4.3444853294024135, flow_size = 12.70277MB
ratio = 4.255909527969894, flow_size = 2.394059MB
ratio = 8.42556469496158, flow_size = 5.45302MB
ratio = 2.4093741586830477, flow_size = 1.718627MB
ratio = 4.46960610846564, flow_size = 0.906606MB
ratio = 5.774865195485321, flow_size = 7.097313MB
ratio = 5.953682263318382, flow_size = 9.070995MB
ratio = 5.0045946832950445, flow_size = 0.011191MB
ratio = 3.339028232158003, flow_size = 0.000616MB
ratio = 6.857818518844651, flow_size = 7.893981MB
ratio = 2.227671321857746, flow_size = 0.060544MB
ratio = 11.499948299038362, flow_size = 0.017528MB
ratio = 2.9907527671109104, flow_size = 1.591888MB
ratio = 10.624345275508066, flow_size = 0.016021MB
ratio = 9.157247557003258, flow_size = 0.048659MB
ratio = 2.2278926528816543, flow_size = 0.010631MB
ratio = 3.1351375651861177, flow_size = 0.034857MB
ratio = 10.445171849427169, flow_size = 0.004186MB
ratio = 2.2847725619912262, flow_size = 1.427474MB
ratio = 6.235523196749069, flow_size = 0.043045MB
ratio = 6.869400260369921, flow_size = 6.746136MB
ratio = 2.960209003215434, flow_size = 0.050561MB
ratio = 8.269269051928978, flow_size = 9.728663MB
ratio = 2.2169739869049727, flow_size = 1.587224MB
ratio = 12.23719360425771, flow_size = 4.061679MB
ratio = 3.3509152876292516, flow_size = 19.517705MB
ratio = 2.5228368006663624, flow_size = 1.706434MB
ratio = 26.812525449955206, flow_size = 0.048636MB
ratio = 2.011131365628515, flow_size = 0.209708MB
ratio = 2.009895459863381, flow_size = 1.48238MB
ratio = 37.85485641119444, flow_size = 0.032599MB
ratio = 2.111747762734316, flow_size = 4.548373MB
ratio = 3.0255505616759195, flow_size = 26.30216MB
ratio = 3.125516136265443, flow_size = 4.264013MB
ratio = 5.500578750309904, flow_size = 7.503572MB
ratio = 10.810525389421807, flow_size = 0.037717MB
ratio = 6.526618300567594, flow_size = 7.879122MB
ratio = 12.124768744690781, flow_size = 3.454558MB
ratio = 8.764288869196601, flow_size = 4.244033MB
ratio = 8.388550868650496, flow_size = 8.244614MB
ratio = 8.284011942614637, flow_size = 9.00264MB
ratio = 11.370020505190494, flow_size = 6.219216MB
ratio = 3.9068677124685256, flow_size = 16.168913MB
ratio = 8.677866609922178, flow_size = 7.749511MB
ratio = 15.120326649879813, flow_size = 2.824822MB
ratio = 3.03172479843652, flow_size = 28.122655MB
ratio = 3.2540003907151864, flow_size = 1.293569MB
ratio = 2.218709801218134, flow_size = 1.580452MB
ratio = 46.19040598775233, flow_size = 0.055541MB
ratio = 12.594795455666738, flow_size = 2.561517MB
ratio = 3.6444501532413685, flow_size = 1.898638MB
ratio = 2.2474091082091183, flow_size = 1.813851MB
ratio = 13.100355877263901, flow_size = 3.059354MB
ratio = 2.2669748167038573, flow_size = 0.126686MB
ratio = 2.8058517168740873, flow_size = 1.748033MB
ratio = 15.849888568379228, flow_size = 4.387099MB
ratio = 17.10993597375453, flow_size = 1.753662MB
ratio = 6.3984389128107875, flow_size = 7.223293MB
ratio = 3.9052777698274137, flow_size = 1.569098MB
ratio = 13.668727191479855, flow_size = 2.672934MB
ratio = 9.557212721930803, flow_size = 2.455702MB
ratio = 2.320051299892898, flow_size = 1.650622MB
ratio = 3.9897729295707207, flow_size = 1.845157MB
ratio = 2.1071337465441284, flow_size = 1.632161MB
ratio = 11.542652600127944, flow_size = 3.175919MB
ratio = 4.288405700867445, flow_size = 1.926248MB
ratio = 2.466302600695402, flow_size = 1.675699MB
ratio = 13.195010845986985, flow_size = 2.761432MB
ratio = 7.586381586820376, flow_size = 6.181384MB
ratio = 11.898237885462555, flow_size = 0.010477MB
ratio = 16.079282825364725, flow_size = 1.932123MB
ratio = 6.630148649014232, flow_size = 7.397314MB
ratio = 8.004062906007668, flow_size = 5.219977MB
ratio = 2.5772847168347557, flow_size = 1.439636MB
ratio = 14.716760482267922, flow_size = 1.234448MB
ratio = 22.33536036036036, flow_size = 0.00332MB
ratio = 4.284037558685446, flow_size = 0.069865MB
ratio = 8.41071828985724, flow_size = 0.06177MB
ratio = 11.315201474241901, flow_size = 6.426427MB
ratio = 2.6916365740253188, flow_size = 27.6506MB
ratio = 9.774682736052359, flow_size = 0.051618MB
ratio = 2.2884020717765354, flow_size = 2.69095MB
ratio = 4.7576331624693555, flow_size = 0.009201MB
ratio = 13.00681149802426, flow_size = 3.491033MB
ratio = 3.48768367534543, flow_size = 6.649207MB
ratio = 24.196258149862988, flow_size = 0.028404MB
ratio = 16.472198971660887, flow_size = 0.001949MB
ratio = 4.499167423554344, flow_size = 0.059772MB
ratio = 5.9843160570490355, flow_size = 8.568727MB
ratio = 10.088965780015858, flow_size = 5.741572MB
ratio = 23.411220621683093, flow_size = 0.059501MB
ratio = 3.6704935069857947, flow_size = 18.829849MB
ratio = 34.19192510239906, flow_size = 0.004073MB
ratio = 7.1966967351094695, flow_size = 2.233307MB
ratio = 10.071715033699103, flow_size = 3.328319MB
ratio = 8.629770098252747, flow_size = 6.063001MB
ratio = 2.034062447821005, flow_size = 0.402205MB
ratio = 7.649809200422405, flow_size = 4.773246MB
ratio = 7.951555447608638, flow_size = 2.259377MB
ratio = 4.545004285453345, flow_size = 1.599982MB
ratio = 16.14402253862682, flow_size = 1.288177MB
ratio = 2.681727583267642, flow_size = 1.763249MB
ratio = 9.891520600117834, flow_size = 4.485077MB
ratio = 6.405290236378493, flow_size = 8.864767MB
ratio = 21.335657563432115, flow_size = 0.025327MB
ratio = 3.1163165351725723, flow_size = 1.608809MB
ratio = 12.654140938089853, flow_size = 2.9772MB
ratio = 3.0567461515242984, flow_size = 0.029393MB
ratio = 19.35015362798393, flow_size = 0.003095MB
ratio = 5.346604608939773, flow_size = 9.462998MB
ratio = 4.31919257047373, flow_size = 14.84923MB
ratio = 14.510948905109489, flow_size = 2.635985MB
ratio = 3.5454826254826255, flow_size = 0.027595MB
ratio = 22.7363074204947, flow_size = 0.037186MB
ratio = 2.061218727057096, flow_size = 1.428776MB
ratio = 11.567228526782284, flow_size = 4.558297MB
ratio = 6.661495771738596, flow_size = 9.118017MB
ratio = 10.278029052828881, flow_size = 1.121226MB
ratio = 2.4527125742670695, flow_size = 0.024643MB
ratio = 12.02533650732527, flow_size = 3.990762MB
ratio = 2.212024941651862, flow_size = 1.614177MB
ratio = 14.746961619006685, flow_size = 1.254659MB
ratio = 4.492040037226263, flow_size = 9.370256MB
ratio = 16.913868762924025, flow_size = 1.46161MB
ratio = 10.478569617042861, flow_size = 1.126092MB
ratio = 6.255801259828581, flow_size = 0.710717MB
ratio = 12.161022083984927, flow_size = 4.036055MB
ratio = 5.133643988816402, flow_size = 0.014346MB
ratio = 10.382783872131034, flow_size = 4.003464MB
ratio = 10.270993010018866, flow_size = 3.69924MB
ratio = 6.148616445100935, flow_size = 1.113406MB
ratio = 2.02061810122015, flow_size = 1.521986MB
ratio = 2.20181431291298, flow_size = 0.056879MB
ratio = 4.05302155504234, flow_size = 0.026107MB
ratio = 13.326529843365892, flow_size = 2.434902MB
ratio = 5.722646315574628, flow_size = 11.754923MB
ratio = 6.203296280016133, flow_size = 7.798388MB
ratio = 5.884201788659401, flow_size = 9.759387MB
ratio = 2.912837311283995, flow_size = 1.708201MB
ratio = 2.220962858015946, flow_size = 1.667786MB
ratio = 9.080331823212063, flow_size = 5.420493MB
ratio = 6.856323292369894, flow_size = 8.345233MB
ratio = 12.514667400618656, flow_size = 2.805709MB
ratio = 13.273800932607971, flow_size = 3.339981MB
ratio = 4.5876157997518066, flow_size = 14.780664MB
ratio = 14.668102691749239, flow_size = 1.445429MB
ratio = 3.2201877757607766, flow_size = 27.526876MB
ratio = 2.159866960320871, flow_size = 2.566684MB
ratio = 9.152134169978316, flow_size = 4.671388MB
ratio = 14.431079323797139, flow_size = 0.005393MB
ratio = 9.801076633995226, flow_size = 3.94303MB
ratio = 2.59581194203485, flow_size = 1.365223MB
ratio = 16.906504562815243, flow_size = 1.995885MB
ratio = 11.856791508839784, flow_size = 5.280467MB
ratio = 4.695165776570731, flow_size = 16.261619MB
ratio = 3.146303115511022, flow_size = 9.774472MB
ratio = 6.298271314083203, flow_size = 2.271545MB
ratio = 2.653654859616797, flow_size = 1.753541MB
ratio = 16.5077989131907, flow_size = 2.15192MB
ratio = 6.707939683672066, flow_size = 5.935843MB
ratio = 4.079382566286237, flow_size = 1.829313MB
ratio = 5.67424764530209, flow_size = 0.002279MB
ratio = 3.201313238867502, flow_size = 9.513254MB
ratio = 79.13437868824819, flow_size = 0.043667MB
ratio = 3.0777006237006237, flow_size = 5.639289MB
ratio = 17.597259699772078, flow_size = 0.357465MB
ratio = 53.73626171659621, flow_size = 0.031989MB
ratio = 2.4084179539173394, flow_size = 1.42565MB
ratio = 2.3230296456977584, flow_size = 1.0239MB
ratio = 4.809234146191601, flow_size = 11.16114MB
ratio = 2.288530403400881, flow_size = 1.610892MB
ratio = 5.606840579710145, flow_size = 0.005035MB
ratio = 8.458557295918105, flow_size = 6.872116MB
ratio = 2.853009013659087, flow_size = 24.907172MB
ratio = 3.340663416057684, flow_size = 1.864007MB
ratio = 2.0860084053454218, flow_size = 2.428037MB
ratio = 5.160832839866081, flow_size = 16.660576MB
ratio = 18.02927742729013, flow_size = 1.676499MB
ratio = 10.31666753395431, flow_size = 3.388523MB
ratio = 4.195481474418238, flow_size = 22.918099MB
ratio = 2.742523142190924, flow_size = 1.431633MB
ratio = 3.3558957509959844, flow_size = 2.908018MB
ratio = 6.391115824745041, flow_size = 7.710316MB
ratio = 7.324938042509553, flow_size = 1.856151MB
ratio = 3.1129661223495004, flow_size = 3.1e-05MB
ratio = 14.055813336178607, flow_size = 4.485463MB
ratio = 2.1057367019362268, flow_size = 0.067902MB
ratio = 12.90995785336262, flow_size = 5.989498MB
ratio = 2.8422519676543403, flow_size = 1.89198MB
ratio = 6.612661582598441, flow_size = 8.903173MB
ratio = 83.8032399595005, flow_size = 0.021024MB
ratio = 3.007524073239373, flow_size = 17.865174MB
ratio = 5.600043593806326, flow_size = 12.706905MB
ratio = 2.2005726439790574, flow_size = 0.679368MB
ratio = 2.3498616910604966, flow_size = 2.390131MB
ratio = 2.4728898288790617, flow_size = 0.026239MB
ratio = 10.555246248822602, flow_size = 3.878336MB
ratio = 10.60527528761041, flow_size = 3.706088MB
ratio = 8.778371581932563, flow_size = 5.508558MB
ratio = 9.634632843325535, flow_size = 4.049459MB
ratio = 3.1148401905888083, flow_size = 0.245112MB
ratio = 8.329482345905951, flow_size = 6.643885MB
ratio = 3.3264889389591277, flow_size = 23.173114MB
ratio = 4.16554231227652, flow_size = 0.902908MB
ratio = 12.208100977104253, flow_size = 1.184484MB
ratio = 10.928478225758465, flow_size = 5.514734MB
ratio = 2.2373540304933752, flow_size = 1.586468MB
ratio = 3.0289209238459467, flow_size = 23.233863MB
ratio = 17.346657846214477, flow_size = 1.645172MB
ratio = 2.166281321349094, flow_size = 0.775789MB
ratio = 10.54123652106522, flow_size = 4.365371MB
ratio = 11.940691803150354, flow_size = 4.168323MB
ratio = 7.676166672668995, flow_size = 8.181953MB
ratio = 2.6942665067113336, flow_size = 0.477301MB
ratio = 3.2528031163097957, flow_size = 24.024202MB
ratio = 6.495873777390954, flow_size = 6.692828MB
ratio = 2.14163486834309, flow_size = 1.411968MB
ratio = 2.442152466367713, flow_size = 0.021883MB
ratio = 4.699276848073005, flow_size = 9.112649MB
ratio = 31.130083059687077, flow_size = 2.989614MB
ratio = 128.84443533510967, flow_size = 0.008563MB
ratio = 28.31156005614598, flow_size = 0.140082MB
ratio = 12.370458956664603, flow_size = 4.504974MB
ratio = 15.494443297786951, flow_size = 2.502677MB
ratio = 9.906339234723015, flow_size = 0.006602MB
ratio = 9.75397801344342, flow_size = 3.820491MB
ratio = 16.488485654569637, flow_size = 1.833601MB
ratio = 8.006023542508965, flow_size = 4.750222MB
ratio = 2.0747148179994266, flow_size = 0.94255MB
ratio = 10.779512568534177, flow_size = 4.701239MB
ratio = 4.969494339536815, flow_size = 1.999872MB
ratio = 11.223441645910944, flow_size = 4.887342MB
ratio = 8.044696578992609, flow_size = 0.040961MB
ratio = 5.434877854326654, flow_size = 9.746229MB
ratio = 10.945461693658988, flow_size = 3.815817MB
ratio = 6.518521052132576, flow_size = 9.840655MB
ratio = 5.330024889508621, flow_size = 9.687808MB
ratio = 2.391428576856512, flow_size = 6.18053MB
ratio = 2.017391043387577, flow_size = 1.491978MB
ratio = 2.950486924901872, flow_size = 28.526865MB
ratio = 9.65400877600837, flow_size = 4.827556MB
ratio = 2.1434738827995696, flow_size = 0.932713MB
ratio = 15.595019102872506, flow_size = 0.070771MB
ratio = 49.53790462930734, flow_size = 0.073522MB
ratio = 2.698302794003701, flow_size = 3.273365MB
ratio = 17.40904297838325, flow_size = 1.352984MB
ratio = 11.909259169785514, flow_size = 3.111412MB
ratio = 12.230425724722302, flow_size = 5.009072MB
ratio = 17.043148191184446, flow_size = 0.056127MB
ratio = 40.81659118979004, flow_size = 0.008296MB
ratio = 15.065888759237652, flow_size = 0.055504MB
ratio = 4.549600938427214, flow_size = 1.976462MB
ratio = 9.75099570682253, flow_size = 9.817729MB
ratio = 11.410225550781664, flow_size = 1.814925MB
ratio = 3.0578576819807224, flow_size = 1.830097MB
ratio = 7.928968703128572, flow_size = 8.458821MB
ratio = 19.32394713077744, flow_size = 0.04746MB
ratio = 98.11578313253013, flow_size = 0.001159MB
ratio = 2.4166281344478038, flow_size = 0.572873MB
ratio = 3.4767903285345145, flow_size = 0.936129MB
ratio = 3.177099761191127, flow_size = 25.903945MB
ratio = 11.747132919721752, flow_size = 0.029046MB
ratio = 17.487127665346428, flow_size = 1.709032MB
ratio = 14.417963417963419, flow_size = 0.076959MB
ratio = 12.980258302583026, flow_size = 2.811284MB
ratio = 2.047595645160358, flow_size = 1.965097MB
ratio = 2.07992958200601, flow_size = 1.751829MB
ratio = 100.16983997196589, flow_size = 0.004273MB
ratio = 2.2637429737687365, flow_size = 1.328117MB
ratio = 2.138618285290988, flow_size = 1.979133MB
ratio = 25.936301369863013, flow_size = 0.024061MB
ratio = 11.777824287631821, flow_size = 4.224549MB
ratio = 6.944865559993117, flow_size = 1.219206MB
ratio = 10.708866773861777, flow_size = 4.019104MB
ratio = 4.429435170007601, flow_size = 15.532073MB
ratio = 2.2816670902160103, flow_size = 1.075551MB
ratio = 6.216899308849437, flow_size = 0.07819MB
ratio = 2.2517302449845564, flow_size = 1.87544MB
ratio = 5.85817437097718, flow_size = 13.151837MB
ratio = 3.3069405664140405, flow_size = 0.010157MB
ratio = 9.846032315059022, flow_size = 4.560197MB
ratio = 6.826564495530013, flow_size = 0.042251MB
ratio = 2.553490721365458, flow_size = 1.720491MB
ratio = 9.67981495008522, flow_size = 0.000129MB
ratio = 12.592760754107791, flow_size = 5.458247MB
ratio = 7.220869643392996, flow_size = 9.719935MB
ratio = 12.808760079415256, flow_size = 3.128278MB
ratio = 19.634319036273787, flow_size = 1.907836MB
ratio = 16.21016550778572, flow_size = 0.023991MB
ratio = 4.0160119268012195, flow_size = 19.35928MB
ratio = 3.335480211954383, flow_size = 7.872819MB
ratio = 15.77975313219323, flow_size = 3.810762MB
ratio = 2.965662047608621, flow_size = 18.253211MB
ratio = 7.956391238259504, flow_size = 4.901746MB
ratio = 13.40259531130367, flow_size = 3.827913MB
ratio = 2.320621042098972, flow_size = 1.678306MB
ratio = 14.216230808753734, flow_size = 2.641467MB
ratio = 2.727319297167153, flow_size = 1.764887MB
ratio = 17.14143421553694, flow_size = 1.954969MB
ratio = 9.657715553515416, flow_size = 0.058059MB
ratio = 17.996949500770455, flow_size = 1.854537MB
ratio = 5.998162211261209, flow_size = 7.855325MB
ratio = 8.349659284497445, flow_size = 3.654961MB
ratio = 2.1492437624386755, flow_size = 3.420138MB
ratio = 2.5486574098766748, flow_size = 3.927483MB
ratio = 3.0827654866050516, flow_size = 28.344359MB
ratio = 2.9575214050225562, flow_size = 26.243757MB
ratio = 2.0826932224145085, flow_size = 1.080752MB
ratio = 5.931470659400774, flow_size = 8.972407MB
ratio = 16.04007082284969, flow_size = 0.030157MB
ratio = 12.50578714034931, flow_size = 3.109124MB
ratio = 2.618310107169329, flow_size = 2.814795MB
ratio = 5.21934293043434, flow_size = 1.543528MB
ratio = 2.4425225110123203, flow_size = 4.009865MB
ratio = 7.315476633843312, flow_size = 7.108064MB
ratio = 12.696935889940221, flow_size = 3.900704MB
ratio = 9.433443571147968, flow_size = 4.231385MB
ratio = 21.062954382040424, flow_size = 0.051476MB
ratio = 20.22304100393988, flow_size = 0.065664MB
ratio = 10.682374940573663, flow_size = 5.547141MB
ratio = 2.4741596016888514, flow_size = 3.08597MB
ratio = 13.67706976521075, flow_size = 3.182834MB
ratio = 13.05732573994243, flow_size = 6.830314MB
ratio = 11.628891441532287, flow_size = 3.982938MB
ratio = 4.760382665462879, flow_size = 0.58914MB
ratio = 2.4868278395000614, flow_size = 9.781249MB
ratio = 12.05901436737216, flow_size = 0.027577MB
ratio = 2.3155992640616785, flow_size = 0.446754MB
ratio = 7.160479457649269, flow_size = 0.486276MB
ratio = 23.379237475073676, flow_size = 2.605773MB
ratio = 9.232501746860295, flow_size = 8.249345MB
ratio = 3.077152798516533, flow_size = 1.619585MB
ratio = 3.3935505073985603, flow_size = 1.390165MB
ratio = 7.053263900820767, flow_size = 1.707043MB
ratio = 10.380967555040556, flow_size = 1.960873MB
ratio = 7.399984987239153, flow_size = 0.696681MB
ratio = 11.392795652993044, flow_size = 6.296408MB
ratio = 4.138475216714825, flow_size = 0.009496MB
ratio = 2.6236120036465262, flow_size = 3.094591MB
ratio = 10.394177241161286, flow_size = 5.599248MB
ratio = 15.06425305416764, flow_size = 2.144162MB
ratio = 8.12918290050636, flow_size = 6.052477MB
ratio = 7.65155044584711, flow_size = 0.902756MB
ratio = 12.22592659221191, flow_size = 2.355331MB
ratio = 67.76590064995358, flow_size = 0.004962MB
ratio = 5.268786674238123, flow_size = 0.076381MB
ratio = 24.430336724233104, flow_size = 2.927209MB
ratio = 4.290153947723795, flow_size = 1.889471MB
ratio = 5.847350525189959, flow_size = 9.738213MB
ratio = 9.706237770214901, flow_size = 6.844984MB
ratio = 2.5822224056055276, flow_size = 3.130143MB
ratio = 19.221633304173313, flow_size = 2.451846MB
ratio = 2.992449549260971, flow_size = 1.726744MB
ratio = 4.488186814758046, flow_size = 1.987664MB
ratio = 16.12539942482825, flow_size = 2.88833MB
ratio = 2.1754968579165177, flow_size = 0.884171MB
ratio = 4.940649496080627, flow_size = 0.019335MB
ratio = 7.411483325864421, flow_size = 7.008606MB
ratio = 39.16143036673141, flow_size = 0.006584MB
ratio = 52.50593555681176, flow_size = 0.013672MB
ratio = 2.3545257103306723, flow_size = 9.897281MB
ratio = 3.9833752033746594, flow_size = 19.197299MB
ratio = 6.1065630900634895, flow_size = 1.784605MB
ratio = 6.183048098967954, flow_size = 8.522643MB
ratio = 7.088491180901961, flow_size = 6.267716MB
ratio = 3.00446924217812, flow_size = 25.234356MB
ratio = 3.867355337887892, flow_size = 20.189133MB
ratio = 11.539502053217813, flow_size = 3.498026MB
ratio = 2.13123381980598, flow_size = 0.369629MB
ratio = 6.133642583536751, flow_size = 8.726781MB
ratio = 4.9943656888680446, flow_size = 12.923458MB
ratio = 18.793330978559027, flow_size = 1.537473MB
ratio = 11.225474536910848, flow_size = 4.278167MB
ratio = 6.421715446750776, flow_size = 8.789923MB
ratio = 4.764963160369964, flow_size = 1.4239MB
ratio = 2.33107662608672, flow_size = 1.656928MB
ratio = 7.026346729100116, flow_size = 9.296397MB
ratio = 8.557931341952742, flow_size = 5.921684MB
ratio = 4.48687748421791, flow_size = 0.310272MB
ratio = 8.60189445374606, flow_size = 5.378786MB
ratio = 20.902361351292107, flow_size = 1.90918MB
ratio = 13.494069571818867, flow_size = 2.44739MB
